"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Syrian Arab Republic","SYR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","4.19999980926514","4.69999980926514","","","","","5.80000019073486","","6.80000019073486","","7.40000009536743","7.5","7.19999980926514","","15.1999998092651","","7.59999990463257","2.29999995231628","11.6000003814697","11.6999998092651","10.3000001907349","","","8.19999980926514","8.39999961853027","10.8999996185303","8.10000038146973","8.39999961853027","","","",
"Turks and Caicos Islands","TCA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69999980926514","6.19999980926514","7.80000019073486","9.89999961853027","8","7.40000009536743","5.40000009536743","","","","","","",
"Chad","TCD","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.699999988079071","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","0.899999976158142","1.29999995231628","2.5","2.90000009536743","4.80000019073486","3.70000004768372","3.5","5.80000019073486","3","1.39999997615814","2.20000004768372","2.70000004768372","1.39999997615814","1.5","1.29999995231628","","1.10000002384186","0.899999976158142","3.40000009536743","3","2.40000009536743","2.59999990463257","1.79999995231628","1.5","1.5","1.29999995231628","1.20000004768372","1.20000004768372","1.20000004768372","1.5","1","0.699999988079071","0.699999988079071","",
"Tajikistan","TJK","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5","","","","",
"Turkmenistan","TKM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89999961853027","","","","","","6.69999980926514","","","3.90000009536743","","","",
"Tonga","TON","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09999990463257","","","1.29999995231628","","","13.3000001907349","","","","","","","5.19999980926514","","","1.10000002384186","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","10","10.5","10","11.1000003814697","13.5","15.6999998092651","17.2000007629395","28.1000003814697","22.1000003814697","22","20","18.5","19.6000003814697","19.7999992370605","18.3999996185303","17.2000007629395","16.2999992370605","15","14.1999998092651","13.1000003814697","12.1000003814697","10.8000001907349","10.3999996185303","10.5","8.30000019073486","8","6.30000019073486","5.5","4.59999990463257","","","","","",
"Tunisia","TUN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1000003814697","","","","","","","","15.8999996185303","","16","15.6999998092651","15.1000003814697","15.3000001907349","14.5","13.8999996185303","14.1999998092651","12.5","12.3999996185303","12.3999996185303","13.3000001907349","13","18.2999992370605","","",
"Turkey","TUR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","11.1999998092651","","","8.39999961853027","8.60000038146973","8","8.19999980926514","8.5","9","8.60000038146973","7.59999990463257","6.59999990463257","6.80000019073486","6.90000009536743","7.69999980926514","6.5","8.39999961853027","10.3999996185303","10.5","10.8000001907349","10.6000003814697","10.1999998092651","10.3000001907349","11","14","11.8999996185303","9.80000019073486","9.19999980926514","",
"Tuvalu","TUV","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","","","6.5","","","","","","","","",
"Tanzania","TZA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59999990463257","","","","","","","","","","5.09999990463257","3.59999990463257","","","","4.30000019073486","2","","2.5","","3.5","","",
"Uganda","UGA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","3.5","3.20000004768372","","2","","","","4.19999980926514","","","","",
"Ukraine","UKR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59999990463257","7.59999990463257","8.89999961853027","11.3000001907349","11.6000003814697","11.6000003814697","10.8999996185303","9.60000038146973","9.10000038146973","8.60000038146973","7.19999980926514","6.80000019073486","6.40000009536743","6.40000009536743","8.80000019073486","8.10000038146973","7.90000009536743","7.5","",
"Upper middle income","UMC","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.22820191674529","3.25272683913487","3.39600886195664","3.7537688499643","4.11836643487216","4.63068831224076","4.56914878003618","4.78865460117925","4.80553136251678","5.07668895040783","4.83283283941214","5.6005968438484","6.06497628514321","6.23662345113269","6.0014883395923","5.82211413044554","5.45181787668517","5.33629776490412","","","","","","",
"Uruguay","URY","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","7.30000019073486","6.59999990463257","11.6999998092651","15.3999996185303","13.8999996185303","13","10.6999998092651","9.10000038146973","8.60000038146973","8","8.5","9","9","8.30000019073486","9.19999980926514","10.1999998092651","11.8999996185303","11.3999996185303","10","11.3000001907349","13.6000003814697","15.1999998092651","17","16.7999992370605","","12.1999998092651","10.6000003814697","9.19999980926514","7.59999990463257","","7.19999980926514","6.30000019073486","6.5","",
"United States","USA","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","7.09999990463257","7.59999990463257","9.69999980926514","9.60000038146973","7.5","7.19999980926514","7","6.19999980926514","5.5","5.30000019073486","5.59999990463257","6.80000019073486","7.5","6.90000009536743","6.09999990463257","5.59999990463257","5.40000009536743","4.90000009536743","4.5","4.19999980926514","4","4.69999980926514","5.80000019073486","6","5.5","5.09999990463257","4.59999990463257","4.59999990463257","5.80000019073486","9.30000019073486","9.60000038146973","8.89999961853027","8.10000038146973","",
"Uzbekistan","UZB","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","23.5","","","","","","","","","","","19.7999992370605","","","","","","","","","","21.1000003814697","","","","","","","18.7999992370605","","","","","",
"Venezuela, RB","VEN","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","5.90000009536743","7","8.10000038146973","11.5","12.8999996185303","13.1999998092651","10.8999996185303","9.10000038146973","7.30000019073486","9.69999980926514","10.3000001907349","9.5","7.69999980926514","6.69999980926514","8.60000038146973","10.1999998092651","12.3999996185303","10.6000003814697","11","14.5","13.1999998092651","12.8000001907349","16.2000007629395","16.7999992370605","15","11.3999996185303","9.30000019073486","7.5","6.90000009536743","7.80000019073486","8.60000038146973","8.30000019073486","8.10000038146973","",
"Virgin Islands (U.S.)","VIR","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89999997615814","2.90000009536743","2.29999995231628","2.29999995231628","2.29999995231628","2.79999995231628","2.09999990463257","2.29999995231628","2.09999990463257","","","","2.40000009536743","","","2","1.79999995231628","",
"Vanuatu","VUT","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59999990463257","","","","",
"West Bank and Gaza","PSE","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7999992370605","20.2999992370605","14.3999996185303","11.8000001907349","14.1000003814697","24.8999996185303","30.7000007629395","","26.7999992370605","","23.6000003814697","21.6000003814697","26","24.5","23.7000007629395","21","23","",
"World","WLD","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28437536777991","5.27526678537897","5.06792977825643","5.38795023314831","5.61431137095116","","5.58305946949341","","","","6.97744605737253","6.08112912246682","","","","","","","","",
"Samoa","WSM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09999990463257","","","","","","","","","","4.90000009536743","","","","","1.29999995231628","","","","","5.69999980926514","","",
"Yemen, Rep.","YEM","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30000019073486","","","","","11.5","","","","","16.2000007629395","16.1000003814697","15.6999998092651","15.3000001907349","15","14.6000003814697","17.7999992370605","","","",
"South Africa","ZAF","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","16.8999996185303","21","22.8999996185303","25","25.3999996185303","26.7000007629395","25.3999996185303","27.2000007629395","27.1000003814697","24.7000007629395","23.7999992370605","22.6000003814697","22.2999992370605","22.7000007629395","23.7000007629395","24.7000007629395","24.7000007629395","25","",
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","12.3999996185303","18.8999996185303","","19.7000007629395","","","15.3000001907349","","12","","12.8999996185303","","","","","15.8999996185303","","","","","","","","",
"Zimbabwe","ZWE","Unemployment, total (% of total labor force)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","10.8000001907349","","","","","7.19999980926514","","","","","","","5","","","6.90000009536743","","6","","","","","4.19999980926514","","","","","","","","","",
